headline,date,doc_type,type_of_material,snippet,source,news_desk,section_name,keywords
Linfield University Fires Professor Who Spoke Out About Misconduct Cases,2021-05-01,article,News,"Allegations of anti-Semitism, sexual misconduct and racial discrimination have led to turmoil on the small Oregon campus. Some have called for the university’s president to resign.",The New York Times,Express,U.S.,"['Colleges and Universities', 'Sexual Harassment', 'Discrimination', 'Jews and Judaism', 'ANTI-SEMITISM', 'Sex Crimes']"
What History Can Teach Banks About Making Change,2021-05-01,article,News,Financial institutions have a unique power to contribute to social movements — if they choose to use it.,The New York Times,Business,Business Day,"['Civil Rights and Liberties', 'Race and Ethnicity', 'Banking and Financial Institutions', 'Municipal Bonds', 'Corporate Social Responsibility']"
"From the Past, a Chilling Warning About the Extremists of the Present",2021-05-01,article,News,"Almost four decades after officials dismantled the Order, a violent far-right group, experts see echoes in the far right of today.",The New York Times,National,U.S.,"['Fringe Groups and Movements', 'Right-Wing Extremism and Alt-Right', 'Neo Nazi Groups', 'Storming of the US Capitol (Jan, 2021)', 'Whites']"
Celebrities Are Endorsing Covid Vaccines. Does It Help?,2021-05-01,article,News,Some celebrity vaccine endorsements have delighted social media users. But epidemiologists say there isn’t much evidence proving that they boost vaccine uptake.,The New York Times,Express,Health,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Celebrities']"
Berkshire Hathaway Shows a Rebound From the Pandemic,2021-05-01,article,News,"Warren Buffett was upbeat about his company’s increase in earnings in the first quarter. And, at the shareholders’ meeting, he defended Berkshire’s efforts on dealing with climate change.",The New York Times,Business,Business Day,['Company Reports']
Recriminations Intensify After Deadly Israel Stampede,2021-05-01,article,News,"The deaths of 45 pilgrims at a Jewish holy site prompted a wave of national unity, but there were also growing calls for accountability.",The New York Times,Foreign,World,"['Stampedes', 'Orthodox Judaism']"
Nepal runs out of hospital beds as India’s outbreak spills across the border.,2021-05-01,article,News,Health officials in the Himalayan nation warn of an “unmanageable” situation as infections reach levels not seen since last fall.,The New York Times,Foreign,World,"['internal-essential', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization']"
Pandemic restrictions on foreign seasonal workers could crimp the U.S. summer.,2021-05-01,article,News,Small business and industry groups are pressuring the Biden administration to relax international travel restrictions and visa application protocols.,The New York Times,National,U.S.,"['internal-essential', 'Foreign Workers', 'Travel Warnings', 'Summer (Season)', 'Coronavirus (2019-nCoV)', 'Labor and Jobs']"
Cook for Your Cravings,2021-05-01,article,News,"Whether you want something cozy and comforting, or something bright and herbaceous, we have a recipe for you.",The New York Times,Dining,Admin,[]
"Hundreds Reported Abnormal Menstruation After Exposure to Tear Gas, Study Finds",2021-05-01,article,News,"A scientific paper expands on social media reports of sudden onset of periods, spotting and other menstrual peculiarities during last summer’s protests in Portland, Ore.",The New York Times,Express,U.S.,"['Tear Gas', 'Demonstrations, Protests and Riots', 'Menstruation', 'Research']"
Biden’s Expansive Infrastructure Plan Hits Close to Home for McConnell,2021-05-01,article,News,President Biden’s infrastructure plan could fund a long-overdue revamp of the Brent Spence Bridge between Ohio and Kentucky. But the Senate Republican leader opposes it.,The New York Times,Washington,U.S.,"['Infrastructure (Public Works)', 'United States Politics and Government', 'Bridges and Tunnels', 'American Jobs Plan (2021)']"
Afghan Blast on Eve of U.S. Pullout Deadline Kills at Least 27,2021-05-01,article,News,"If the blast was the work of the Taliban, as the Afghan government asserts, it would be the most overt signal yet that the peace deal is off.",The New York Times,Foreign,World,"['Terrorism', 'Afghanistan War (2001- )']"
"Horse Fossil, Possibly From the Ice Age, Is Found in a Las Vegas Backyard",2021-05-01,article,News,"Workers found the bones, which could be up to 14,000 years old, during the construction of a pool.",The New York Times,Express,U.S.,"['Paleontology', 'Horses', 'Fossils', 'Ice Age']"
Trump’s Secret Rules for Drone Strikes Outside War Zones Are Disclosed,2021-05-01,article,News,The release of the 2017 policy — with redactions — stemmed from open-records lawsuits by The Times and the A.C.L.U.,The New York Times,Politics,U.S.,"['United States Politics and Government', 'Drones (Pilotless Planes)', 'Terrorism', 'Civilian Casualties', 'Targeted Killings', 'Classified Information and State Secrets', 'Afghanistan War (2001- )']"
"Andrew Yang Promised to Create 100,000 Jobs. He Ended Up With 150.",2021-05-01,article,News,Mr. Yang is running for mayor of New York City as a bold thinker and entrepreneur. But his results have been uneven.,The New York Times,Metro,New York,"['Elections, Mayors', 'Content Type: Personal Profile', 'Entrepreneurship', 'Start-ups', 'Labor and Jobs']"
"In Indonesia, lab workers are arrested and accused of reusing nasal swabs in thousands of coronavirus tests.",2021-05-01,article,News,The authorities arrested five people and said they were investigating whether any people were infected with the coronavirus as a result of the contaminated tests given at an airport testing site.,The New York Times,Foreign,World,"['internal-essential', 'Coronavirus (2019-nCoV)']"
Venezuela Releases 6 U.S. Oil Executives to House Arrest,2021-05-01,article,News,"The group, known as the “Citgo 6,” has been held on corruption charges. Their release may be a sign that Venezuela would like to improve relations with the Biden administration.",The New York Times,Business,Business Day,"['International Relations', 'Oil (Petroleum) and Gasoline', 'Embezzlement']"
India’s Covid crisis has tarnished Modi’s aura of political invulnerability.,2021-05-01,article,News,,The New York Times,Foreign,World,['internal-essential']
Netflix Chronicles Byron Bay’s ‘Hot Instagrammers.’ Will Paradise Survive?,2021-05-01,article,News,Tensions between protecting and capitalizing on the image of the famous Australian beach town have exploded over a new reality show.,The New York Times,Foreign,World,"['Reality Television', 'Luxury Goods and Services', 'Social Media', 'Beaches']"
Oregon Lawmaker Who Let Protesters Into State Capitol Is Charged in Breach,2021-05-01,article,News,"Surveillance footage shows State Representative Mike Nearman opening a door to let protesters into the Capitol, in Salem, last year.",The New York Times,Express,U.S.,"['Storming of the US Capitol (Jan, 2021)', 'Demonstrations, Protests and Riots', 'State Legislatures']"
Elizabeth Warren Grapples With Presidential Loss in New Book,2021-05-01,article,News,"In “Persist,” the Massachusetts senator delves into gender issues and her own shortcomings after her failed bid for the Democratic nomination.",The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Debates (Political)', 'Books and Literature']"
Newsmax Apologizes for False Claims of Vote-Rigging by a Dominion Employee,2021-05-01,article,News,"The right-wing news site said it had found “no evidence” for pro-Trump conspiracy theories about Eric Coomer, who was Dominion’s director of product strategy and security.",The New York Times,Express,U.S.,"['Presidential Election of 2020', 'Suits and Litigation (Civil)', 'United States Politics and Government', 'News and News Media', 'Voting Machines', 'Rumors and Misinformation', 'Voter Fraud (Election Fraud)', 'Apologies']"
"India’s nightmare: Record high cases, vaccine shortages, hospital fires.",2021-05-02,article,News,The country’s caseload remains higher than any other has ever reached.,The New York Times,Foreign,World,"['internal-essential', 'Coronavirus (2019-nCoV)']"
Get Dressed With the Postal Service and Listen to Classical Music,2021-05-02,article,News,"This week, learn about the history of Cinco de Mayo, explore the future of America’s Chinatowns or make paper flowers.",The New York Times,AtHome,At Home,['Quarantine (Life and Culture)']
Take In a Concert Online,2021-05-02,article,News,"Virtually live performances are getting livelier (and bigger), with some great acts and multi-artist concerts to watch this month.",The New York Times,AtHome,At Home,"['Quarantine (Life and Culture)', 'Music', 'Content Type: Service', 'Coronavirus (2019-nCoV)']"
Got Rags? Weave a Rug,2021-05-02,article,News,It’s easy to turn unwanted pieces of cloth into fun home décor.,The New York Times,AtHome,At Home,"['Quarantine (Life and Culture)', 'Content Type: Service', 'Carpets and Rugs', 'Handicrafts', 'Textiles']"
North Korea Warns Biden Against ‘Hostile Policy’,2021-05-02,article,News,An official said President Biden had made “a big blunder” by characterizing the North’s nuclear arsenal as a threat to the United States.,The New York Times,Foreign,World,"['United States International Relations', 'Nuclear Weapons', 'Propaganda']"
"With 23 Candidates, Special Election in Texas Is Headed for Runoff",2021-05-02,article,News,"The front-runner was Susan Wright, who was endorsed by Donald J. Trump and is the widow of Representative Ron Wright, who died of Covid-19 in February.",The New York Times,National,U.S.,"['United States Politics and Government', 'Elections, House of Representatives']"
Surprise Mom With a Floral Cocktail,2021-05-02,article,News,"Flowers are magic. They are beautiful, uplifting and, when added to a drink, incredibly refreshing.",The New York Times,AtHome,Travel,"['Content Type: Service', 'Cocktails and Mixed Drinks', 'Flowers and Plants', 'Quarantine (Life and Culture)']"
"This Spring, Get the Balls Rolling",2021-05-02,article,News,"In this era of social distancing, lawn games like croquet, badminton and horseshoes offer a great way to spend some time outside.",The New York Times,AtHome,At Home,"['Quarantine (Life and Culture)', 'Content Type: Service', 'Croquet', 'Horseshoe Throwing', 'Badminton', 'Bocce (Game)']"
Make a Card That Blooms,2021-05-02,article,News,"A card decorated with pop-up flowers can serve as a perfect spring greeting. (Just in case you forgot, Mother’s Day is around the corner.)",The New York Times,AtHome,At Home,"['Quarantine (Life and Culture)', 'Flowers and Plants', ""Mother's Day"", 'Greeting Cards', 'Content Type: Service', 'Handicrafts']"
SpaceX Makes First Nighttime Splashdown With Astronauts Since 1968,2021-05-02,article,News,"Crew-1, which launched to the space station in November, left the space station in the capsule called Resilience.",The New York Times,Science,Science,"['Private Spaceflight', 'Rocket Science and Propulsion', 'International Space Station', 'Space and Astronomy']"
"‘Once Aboard, We Noticed Some Groups of People Sticking Together’",2021-05-02,article,News,"A ride on the Circle Line, picking out produce and more reader tales of New York City in this week’s Metropolitan Diary.",The New York Times,Metropolitan,New York,[]
Has Online Retail’s Biggest Bully Returned?,2021-05-02,article,News,Outraged customers of Eyeglassesdepot sound like the victims of a man who’s already spent years in prison for terrorizing consumers.,The New York Times,SundayBusiness,Business Day,"['E-Commerce', 'Counterfeit Merchandise', 'Consumer Reviews', 'Frauds and Swindling', 'Threats and Threatening Messages']"
"Lucha Libre, Yoga, Dancing: Welcome to Mexico City’s Vaccination Sites",2021-05-02,article,News,"To calm Mexico City’s elderly, who were arriving “really scared” at vaccination sites, officials cued up the bands and masked wrestlers.",The New York Times,Foreign,World,"['Vaccination and Immunization', 'Quarantine (Life and Culture)', 'Coronavirus (2019-nCoV)', 'Wrestling', 'Dancing', 'Elderly', 'Yoga']"
Gunman Kills 2 at Wisconsin Casino,2021-05-02,article,News,Police said officers killed the assailant in the shooting outside a casino and hotel complex in Green Bay.,The New York Times,National,U.S.,"['Murders, Attempted Murders and Homicides']"
Indian Health Service Settles Dispute Over Care in New Mexico,2021-05-02,article,News,"The federal agency agreed to postpone for a year its proposal to cut service at a hospital serving 9,100 tribal citizens.",The New York Times,Washington,U.S.,"['Native Americans', 'Coronavirus (2019-nCoV)', 'Hospitals', 'United States Politics and Government']"
"Homes That Sold for Around $750,000",2021-05-02,article,News,Recent residential sales in New York City and the region.,The New York Times,RealEstate,Real Estate,['Real Estate and Housing (Residential)']
Mercedes EQS Electric Sedan: The S Stands for Stunning,2021-05-02,article,News,"The automaker should be able to win back some customers who drifted to Tesla, and hold onto the Tesla-curious.",The New York Times,Business,Business Day,"['Electric and Hybrid Vehicles', 'Automobiles', 'Luxury Goods and Services']"
Why Kristi Noem Is Rising Quickly as a Republican Prospect for 2024,2021-05-02,article,News,"Ms. Noem, the governor of South Dakota, has defied coronavirus restrictions and eagerly projects a rugged Great Plainswoman image. Her moves have stirred both support and conflict in the G.O.P.",The New York Times,Politics,U.S.,"['Presidential Election of 2024', 'Conservatism (US Politics)']"
Clubhouse App Creates Space for Open Talk in Middle East,2021-05-02,article,News,"The social networking app is booming in authoritarian countries, where users are speaking freely about otherwise taboo topics.",The New York Times,Foreign,World,"['Social Media', 'Surveillance of Citizens by Government', 'Mobile Applications', 'Computers and the Internet']"
"How Can the Olympics Protect 78,000 Volunteers From the Coronavirus?",2021-05-02,article,News,"They are being offered little more than a couple of masks, some hand sanitizer and social-distancing guidance that may be hard to abide by.",The New York Times,Foreign,World,"['Olympic Games (2020)', 'Volunteers and Community Service', 'Coronavirus (2019-nCoV)', 'Athletics and Sports']"
"Modi’s Party Loses a Key Election, Held Under the Cloud of Covid",2021-05-02,article,News,The prime minister’s party lost big in West Bengal amid criticism that his mishandling of the pandemic had fueled a catastrophic surge of cases in India.,The New York Times,Foreign,World,['Coronavirus (2019-nCoV)']
Apple and Epic Head to Court Over Their Slices of the App Pie,2021-05-02,article,News,"Apple and Epic Games, maker of the wildly popular game Fortnite, square off on Monday in a trial that could decide how much control Apple can exert over the app economy.",The New York Times,Business,Technology,"['Mobile Applications', 'Computer and Video Games', 'Antitrust Laws and Competition Issues', 'Suits and Litigation (Civil)', 'Smartphones', 'E-Commerce']"
The Week in Business: A Plan for Paid Family Leave,2021-05-02,article,News,"Biden announced an ambitious — and expensive — plan to fund paid family leave, child care and higher education.",The New York Times,SundayBusiness,Business Day,"['United States Economy', 'American Families Plan (2021)', 'Stimulus (Economic)', 'United States Politics and Government', 'Mobile Applications', 'Antitrust Laws and Competition Issues', 'Travel and Vacations']"
"The chief medical officer at a Mumbai hospital, honored for her work to fight Covid, died with the disease.",2021-05-02,article,News,,The New York Times,Foreign,World,['internal-essential']
"The virus is surging in Alaska’s interior, straining a Fairbanks hospital.",2021-05-02,article,News,"New cases have more than doubled in the past two weeks in the borough that includes the city, and the positivity rate had soared to about 10 percent.",The New York Times,Foreign,World,"['internal-essential', 'Coronavirus (2019-nCoV)', 'Hospitals']"
"In a First, Researchers Discover a Pregnant Egyptian Mummy",2021-05-02,article,News,"“It’s like finding a treasure trove while you are picking up mushrooms in a forest,” an archaeologist said. “We are overwhelmed with this discovery.”",The New York Times,Express,World,"['Mummies and Mummification', 'Egyptian Civilization', 'Archaeology and Anthropology', 'Research', 'Pregnancy and Childbirth', 'Women and Girls']"
How a Miami School Became a Beacon for Anti-Vaxxers,2021-05-02,article,News,Centner Academy barred teachers newly vaccinated against the coronavirus from being near students. Some parents threatened to withdraw their children. Others clamored to enroll.,The New York Times,National,U.S.,"['Education (K-12)', 'Private and Sectarian Schools', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Teachers and School Employees', 'Rumors and Misinformation']"
"With India drowning in crisis, Modi’s party loses big in a key election.",2021-05-02,article,News,,The New York Times,Foreign,World,['internal-essential']
$18 Million Refit of Colosseum Will Give Visitors a Gladiator’s View,2021-05-02,article,News,"The winning design for a new floor for the Roman landmark, planned to be ready for 2023, will cover the exposed subterranean chambers and reconnect “the thread of time.”",The New York Times,Foreign,World,"['Colosseum (Rome)', 'Archaeology and Anthropology', 'Restoration and Renovation', 'Historic Buildings and Sites']"
Love or Spycraft: What Landed an American Teacher in a Cuban Prison?,2021-05-02,article,News,"It was a romance steeped in international intrigue, and it landed Alina López Miyares in a Cuban prison. How much did she know about the web that entangled her?",The New York Times,Foreign,World,"['United States International Relations', 'Americans Abroad', 'Political Prisoners', 'Espionage and Intelligence Services', 'Diplomatic Service, Embassies and Consulates', 'Content Type: Personal Profile']"
Russian Attempts to Expand Sputnik Vaccine Set Off Discord in Europe,2021-05-02,article,News,"Political turmoil in Slovakia is an example of how Russia’s vaccine diplomacy, which has divided politicians across Europe, can have negative side effects for a recipient country.",The New York Times,Foreign,World,"['Vaccination and Immunization', 'Politics and Government', 'Coronavirus (2019-nCoV)']"
Biden’s Proposals Aim to Give Sturdier Support to the Middle Class,2021-05-02,article,News,His message is that the private sector alone cannot provide security and comfort to the vast majority of Americans.,The New York Times,Business,Business Day,"['United States Economy', 'Labor and Jobs', 'Wages and Salaries', 'American Jobs Plan (2021)', 'American Families Plan (2021)', 'Social Conditions and Trends', 'Child Care', 'United States Politics and Government', 'Paid Time Off', 'Economics (Theory and Philosophy)', 'Discrimination']"
‘We’re Suffering’: How Remote Work Is Killing Manhattan’s Storefronts,2021-05-02,article,News,"Landlords cut small retailers a break on rent during the pandemic, but stores are still struggling because too few office workers and tourists have returned.",The New York Times,Business,Business Day,"['Telecommuting', 'Renting and Leasing (Real Estate)', 'Real Estate (Commercial)', 'Shutdowns (Institutional)', 'Landlords', 'Shopping and Retail', 'Quarantine (Life and Culture)', 'Restaurants', 'Small Business', 'Coronavirus (2019-nCoV)']"
"In South Texas, Hispanic Republicans Try to Cement the Party’s Gains",2021-05-02,article,News,"Conservative Hispanic leaders, especially women, are ascendant in the Rio Grande Valley, where Republicans are trying to forge lasting bonds with voters who swung sharply to the right in 2020.",The New York Times,Politics,U.S.,"['Hispanic-Americans', 'Presidential Election of 2020', 'United States Politics and Government', 'Race and Ethnicity', 'Women and Girls', 'Elections, House of Representatives', 'Conservatism (US Politics)']"
Mitt Romney Is Booed by Members of His Own Party,2021-05-02,article,News,"Mr. Romney, a Utah Republican and an outspoken critic of former President Donald J. Trump, was booed and heckled as he addressed the Utah Republican state convention on Saturday.",The New York Times,Express,U.S.,['United States Politics and Government']
3 Die After Human-Smuggling Boat Hits Reef Near San Diego,2021-05-02,article,News,"More than two dozen others were rescued and taken to hospitals after the 40-foot craft splintered in rough seas, the San Diego Fire-Rescue Department said.",The New York Times,Express,U.S.,"['Maritime Accidents and Safety', 'Rescues', 'Illegal Immigration', 'Deaths (Fatalities)', 'Smuggling']"
"How the A.T.F., Key to Biden’s Gun Plan, Became an N.R.A. ‘Whipping Boy’",2021-05-02,article,News,"The federal agency tasked with enforcing gun laws has been hamstrung for years by the firearms lobby. Now, the president’s plan to rein in gun violence hinges on the A.T.F.’s success.",The New York Times,Politics,U.S.,"['Gun Control', 'Firearms', 'Mass Shootings', 'United States Politics and Government', 'Archives and Records', 'Lobbying and Lobbyists']"
Verizon Near Deal to Sell Yahoo and AOL,2021-05-02,article,News,"In making the deal with the private equity firm Apollo, Verizon is acknowledging that it couldn’t compete with Google and Facebook for digital ads. Instead, it will concentrate on building a 5G network.",The New York Times,Business,Business Day,"['Computers and the Internet', '5G (Wireless Communications)', 'Online Advertising', 'Wireless Communications', 'Search Engines', 'Mergers, Acquisitions and Divestitures']"
"As Body Cameras Become Commonplace, a Debate Over When to Release the Footage",2021-05-02,article,News,The question of timing has become an unsettled new frontier of policymaking as the use of police body cameras is more the rule rather than the exception.,The New York Times,National,U.S.,"['George Floyd Protests (2020)', 'Police Brutality, Misconduct and Shootings', 'Cameras', 'Video Recordings, Downloads and Streaming', 'Black People', 'Blacks']"
"Help, We Can’t Stop Writing About Andrew Yang",2021-05-03,article,News,The outsider brings provocative ideas and good vibes. But can an “empty vessel” really make it through New York’s shark-infested media waters?,The New York Times,Business,Business Day,"['Elections, Mayors', 'Presidential Election of 2020', 'Politics and Government', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Content Type: Personal Profile']"
"For Democrats, Another Bad Election Night in Texas",2021-05-03,article,News,"Two Republicans qualified for a runoff to fill a vacant House seat in northern Texas, foiling Democrats’ hopes of a breakthrough there.",The New York Times,National,U.S.,"['Elections, House of Representatives']"
India’s outbreak is a danger to the world. Here’s why.,2021-05-03,article,News,Uncontrolled outbreaks in any country threaten to prolong the pandemic  globally even as some nations report progress and rising vaccinations.,The New York Times,Foreign,World,"['internal-essential', 'Coronavirus (2019-nCoV)']"
Why Biden’s Plan to Raise Taxes for Rich Investors Isn’t Hurting Stocks,2021-05-03,article,News,Investors care more about economic data and corporate profits than an increase in the capital gains tax. It has usually been this way.,The New York Times,Business,Business Day,"['United States Economy', 'Capital Gains Tax', 'Stocks and Bonds', ""Standard & Poor's 500-Stock Index"", 'American Jobs Plan (2021)', 'United States Politics and Government']"
"Reaching ‘Herd Immunity’ Is Unlikely in the U.S., Experts Now Believe",2021-05-03,article,News,"Widely circulating coronavirus variants and persistent hesitancy about vaccines will keep the goal out of reach. The virus is here to stay, but vaccinating the most vulnerable may be enough to restore normalcy.",The New York Times,Science,Health,"['your-feed-science', 'Disease Rates', 'Coronavirus (2019-nCoV)', 'Epidemics', 'Vaccination and Immunization']"
Sexual Harassment Allegations Roil N.Y.C. Mayor’s Race: 5 Takeaways,2021-05-03,article,News,"Scott Stringer, the city comptroller, has faced criticism for his aggressive defense against accusations from a former campaign worker.",The New York Times,Metro,New York,"['Elections, Mayors', 'Campaign Finance', 'Sexual Harassment', '#MeToo Movement', 'Politics and Government', 'Primaries and Caucuses']"
"Social Media as ‘Godsend’: In India, Cries for Help Get Results",2021-05-03,article,News,"With the Covid-19 crisis pushing the health care system past the breaking point, online grass-roots networks have sprung up to get aid to people who need it.",The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'Social Media', 'Volunteers and Community Service']"
Australia Tells Its Citizens in India Amid Covid Crisis: Don’t Come Home,2021-05-03,article,News,"Critics condemned the move to temporarily bar Australians, including children, as unnecessarily harsh, a violation of citizenship principles and a cultural double standard. Officials say the policy is necessary.",The New York Times,Foreign,World,"['Politics and Government', 'Coronavirus (2019-nCoV)', 'Travel Warnings', 'Fines (Penalties)', 'Disease Rates']"
"‘Do not come home,’ Australia tells its citizens in India.",2021-05-03,article,News,,The New York Times,Foreign,World,['internal-essential']
Earlier Diabetes Onset Could Raise Dementia Risk,2021-05-03,article,News,"The younger the age at diagnosis for Type 2 diabetes, the higher the risk for Alzheimer’s disease and other forms of dementia years later.",The New York Times,Well,Well,"['Diabetes', ""Alzheimer's Disease"", 'Dementia', 'Obesity', 'Children and Childhood', 'Weight']"
"Justice Clarence Thomas, Long Silent, Has Turned Talkative",2021-05-03,article,News,"The Supreme Court’s orderly telephone arguments, prompted by the pandemic, have given the public a revealing look at its longest-serving member.",The New York Times,Washington,U.S.,['Content Type: Personal Profile']
Wanted in France: Thousands of Workers as Hotels and Restaurants Reopen,2021-05-03,article,News,"As the world’s most visited country prepares for a long-awaited economic reopening, hospitality businesses warn they are facing a labor shortfall.",The New York Times,Business,Business Day,"['Labor and Jobs', 'Hiring and Promotion', 'Shortages', 'Hotels and Travel Lodgings', 'Restaurants', 'Coronavirus Reopenings', 'Politics and Government']"
Shopping for Cafe Tables,2021-05-03,article,News,"If you’ve recently acquired some outdoor space, you’ll need to furnish it. Start with this versatile little table.",The New York Times,RealEstate,Real Estate,"['Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Furniture', 'Design', 'Home Repairs and Improvements', 'Tables']"
How Losing a Pet Can Make You Stronger,2021-05-03,article,News,The process of acceptance and letting go builds the resilience necessary to navigate an array of life’s obstacles.,The New York Times,SpecialSections,Health,"['Pets', 'Grief (Emotion)', 'Death and Dying', 'Psychology and Psychologists', 'Love (Emotion)']"
